movie_title,wiki_summary
"Room with a View, A (1986)",A Room with a View is a 1985 British romance film directed by James Ivory and produced by Ismail Merchant.
Roommates (1995),"Roommates is a 1995 American comedy-drama film, starring Peter Falk, D. B. Sweeney, and Julianne Moore, directed by Peter Yates."
Roseanna's Grave (For Roseanna) (1997),Roseanna's Grave (also known as For Roseanna) is a 1997 American romantic dramedy film directed by Paul Weiland.
Rosencrantz and Guildenstern Are Dead (1990),Rosencrantz & Guildenstern Are Dead is a 1990 period black comedy film film written and directed by Tom Stoppard based on his 1966 play of the same name.
Rosewood (1997),"Rosewood is a 1997 American historical drama film directed by John Singleton, inspired by the 1923 Rosewood massacre in Florida, when a white mob killed black people and destroyed their town."
Rough Magic (1995),"Rough Magic is a 1995 comedy film directed by Clare Peploe, starring Bridget Fonda and Russell Crowe."
Ruby in Paradise (1993),"Ruby in Paradise is a 1993 film written and directed by Victor Nunez, starring Ashley Judd, Todd Field, Bentley Mitchum, Allison Dean, and Dorothy Lyman."
Rudy (1993),Rudy is a 1993 American biographical sports film directed by David Anspaugh.
"Ruling Class, The (1972)",The Ruling Class is a 1972 British black comedy film.
Rumble in the Bronx (1995),"Rumble in the Bronx (Chinese title: 紅番區, Hong Faan Kui (transl."
"Run of the Country, The (1995)",The Run of the Country is a 1995 American romantic drama film directed by Peter Yates.
S.F.W. (1994),S.F.W. (or So Fucking What) is a 1994 American black comedy film directed by Jefery Levy.
Sabrina (1954),"Sabrina (Sabrina Fair/La Vie en Rose in the United Kingdom) is a 1954 American romantic comedy-drama film directed by Billy Wilder, from a screenplay he co-wrote with Samuel A. Taylor and Ernest Lehman, based on Taylor's 1953 play Sabrina Fair."
Safe (1995),Safe is a 1995 American psychological drama horror film written and directed by Todd Haynes and starring Julianne Moore.
Safe Passage (1994),"Safe Passage is a 1994 American drama film starring Susan Sarandon, and featuring Sam Shepard, Robert Sean Leonard, Marcia Gay Harden, Nick Stahl, Sean Astin, and Jason London."
"Saint of Fort Washington, The (1993)",The Saint of Fort Washington is a 1993 American drama film directed by Tim Hunter and starring Matt Dillon and Danny Glover.
"Saint, The (1997)","The Saint is a 1997 American action thriller film directed by Phillip Noyce, written by Jonathan Hensleigh and Wesley Strick, and starring Val Kilmer in the title role, with Elisabeth Shue and Rade Šerbedžija."
Salut cousin! (1996),Hi Cousin!
"Santa Clause, The (1994)",The Santa Clause is a 1994 American Christmas comedy film directed by John Pasquin and written by Leo Benvenuti and Steve Rudnick.
Santa with Muscles (1996),Santa with Muscles is a 1996 American Christmas comedy film starring Hulk Hogan and directed by John Murlowski.
"Savage Nights (Nuits fauves, Les) (1992)",Savage Nights (French: Les Nuits Fauves) is a 1992 French drama film directed and written by Cyril Collard.
"Scarlet Letter, The (1926)",The Scarlet Letter is a 1926 American  silent drama film based on the 1850 novel of the same name by Nathaniel Hawthorne and directed by Swedish filmmaker Victor Sjöström (credited as Victor Seastrom).
"Scarlet Letter, The (1995)",The Scarlet Letter is a 1995 American romantic historical drama film directed by Roland Joffé.
Schindler's List (1993),Schindler's List is a 1993 American epic historical drama film directed and produced by Steven Spielberg and written by Steven Zaillian.
Schizopolis (1996),Schizopolis (also known as Steven Soderbergh's Schizopolis) is a 1996 surrealist experimental comedy film with a non-linear narrative written and directed by Steven Soderbergh.
"Scout, The (1994)",The Scout is a 1994 American comedy film starring Brendan Fraser and Albert Brooks and directed by Michael Ritchie.
Scream (1996),Scream is a 1996 American slasher film directed by Wes Craven and written by Kevin Williamson.
Scream 2 (1997),Scream 2 is a 1997 American slasher film directed by Wes Craven and written by Kevin Williamson.
Scream of Stone (Schrei aus Stein) (1991),Scream of Stone (German: Cerro Torre: Schrei aus Stein) is a 1991 film directed by Werner Herzog about a climbing expedition on Cerro Torre.
Screamers (1995),"Screamers is a 1995 science fiction horror film starring Peter Weller, Roy Dupuis, and Jennifer Rubin, and directed by Christian Duguay."
"Search for One-eye Jimmy, The (1996)",The Search for One-eye Jimmy is a 1994 comedy film written and directed by Sam Henry Kass.
Searching for Bobby Fischer (1993),"Searching for Bobby Fischer, released in the United Kingdom as Innocent Moves, is a 1993 American drama film written and directed by Steven Zaillian in his directorial debut."
"Second Jungle Book: Mowgli & Baloo, The (1997)","Rudyard Kipling's The Second Jungle Book: Mowgli & Baloo is a 1997 American adventure film starring Jamie Williams as Mowgli, with Roddy McDowall and Billy Campbell in supporting roles."
"Secret Adventures of Tom Thumb, The (1993)","The Secret Adventures of Tom Thumb is a 1993 British independent stop-motion/pixilation adult animated science-fantasy dystopian adventure horror film directed, written, shot and edited by Dave Borthwick, produced by bolexbrothers studio and funded by Richard Hutchinson, BBC, La Sept and Manga Entertainment, which also distributed the film on video.The story follows the tiny Tom Thumb as he is abducted from his loving parents and taken to an experimental laboratory, and his subsequent escape."
"Secret Agent, The (1996)",The Secret Agent is a 1996 British drama-thriller film written and directed by Christopher Hampton and starring Bob Hoskins and Patricia Arquette.
"Secret Garden, The (1993)","The Secret Garden is a 1993 fantasy drama film directed by Agnieszka Holland, executive-produced by Francis Ford Coppola and distributed by Warner Bros."
"Secret of Roan Inish, The (1994)",The Secret of Roan Inish is a 1994 independent fantasy-adventure film written and directed by John Sayles.
Secrets & Lies (1996),Secrets & Lies is a 1996 drama film written and directed by Mike Leigh.
Selena (1997),"Selena is a 1997 American biographical musical drama film about Tejano music star Selena Quintanilla-Pérez, played by Jennifer Lopez."
Sense and Sensibility (1995),Sense and Sensibility is a 1995 American period drama film directed by Ang Lee and based on Jane Austen's 1811 novel of the same name.
Senseless (1998),Senseless is a 1998 American buddy comedy science fiction film directed by Penelope Spheeris and written by Greg Erb and Craig Mazin.
Serial Mom (1994),"Serial Mom is a 1994 American satirical black comedy crime film directed and written by John Waters and starring Kathleen Turner as the title character along with Sam Waterston as her husband, and Ricki Lake and Matthew Lillard as her children."
Set It Off (1996),Set It Off is a 1996 American heist crime action film directed by F. Gary Gray and written by Kate Lanier and Takashi Bufford.
Seven (Se7en) (1995),Seven (stylized as Se7en) is a 1995 American crime thriller film directed by David Fincher and written by Andrew Kevin Walker.
Seven Years in Tibet (1997),Seven Years in Tibet is a 1997 American biographical war drama film directed by Jean-Jacques Annaud.
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",The Seventh Seal (Swedish: Det sjunde inseglet) is a 1957 Swedish historical fantasy film written and directed by Ingmar Bergman.
"Sex, Lies, and Videotape (1989)","Sex, Lies, and Videotape (often written in all lowercase as sex, lies, and videotape) is a 1989 American independent drama film written and directed by Steven Soderbergh."
"Sexual Life of the Belgians, The (1994)",La Vie sexuelle des Belges 1950–78 is a 1994 Belgian comedy film and satire on Belgian provincialism that proved a major cinematic success in Belgium.
Sgt. Bilko (1996),Sgt.
Shadow Conspiracy (1997),"Shadow Conspiracy is a 1997 American political thriller film starring Charlie Sheen, Donald Sutherland, Linda Hamilton, and Sam Waterston."
Shadow of Angels (Schatten der Engel) (1976),Shadow of Angels (German: Schatten der Engel) is a 1976 Swiss drama film directed by Daniel Schmid.
"Shadow, The (1994)","The Shadow is a 1994 American superhero film from Universal Pictures, produced by Martin Bregman, Willi Bear, and Michael Scott Bregman, and directed by Russell Mulcahy."
Shadowlands (1993),"Shadowlands is a 1993 British biographical drama film about the relationship between academic C. S. Lewis (played by Anthony Hopkins) and Jewish American poet Joy Davidman (played by Debra Winger), her death from cancer, and how this challenged his Christianity."
"Shaggy Dog, The (1959)",The Shaggy Dog is a 1959 American fantasy comedy film produced by Walt Disney Productions and loosely based on the 1923 novel The Hound of Florence by Felix Salten.
Shall We Dance? (1937),Shall We Dance is a 1937 American musical comedy film directed by Mark Sandrich.
Shall We Dance? (1996),Shall We Dance?
Shallow Grave (1994),"Shallow Grave is a 1994 British black comedy crime film directed by Danny Boyle, in his feature directorial debut, and starring Ewan McGregor, Christopher Eccleston, and Kerry Fox."
Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),"Shanghai Triad is a 1995 Chinese crime-drama film, directed by Zhang Yimou and starring Gong Li."
"Shawshank Redemption, The (1994)","The Shawshank Redemption is a 1994 American prison drama film written and directed by Frank Darabont, based on the 1982 Stephen King novella Rita Hayworth and Shawshank Redemption."
She's So Lovely (1997),"She's So Lovely is a 1997 American romantic drama film directed by Nick Cassavetes, written by John Cassavetes."
She's the One (1996),She's the One is a 1996 American romantic comedy film written and directed by New York actor and director Edward Burns.
Shiloh (1997),Shiloh is a 1996 American family drama film produced and directed by Dale Rosenbloom.
Shine (1996),"Shine is a 1996 Australian biographical psychological drama film based on the life of David Helfgott, a pianist who suffered a mental breakdown and spent years in institutions."
"Shining, The (1980)",The Shining is a 1980 horror film produced and directed by Stanley Kubrick and co-written with novelist Diane Johnson.
"Shooter, The (1995)",The Shooter (released under the alternative title Hidden Assassin) is a 1995 American action drama film directed by Ted Kotcheff and starring Dolph Lundgren as a deputy United States Marshal who gets caught up in politics when he is hired to solve the assassination of a Cuban ambassador.
Shooting Fish (1997),"Shooting Fish is a 1997 British romantic crime comedy film directed by Stefan Schwartz and co-written with Richard Holmes, starring Dan Futterman and Stuart Townsend as two con men with Kate Beckinsale as their unwilling assistant."
Shopping (1994),Shopping is a 1994 British action crime drama film written and directed by Paul W. S. Anderson about a group of British teenagers who indulge in joyriding and ramraiding.
Short Cuts (1993),"Short Cuts is a 1993 American comedy-drama film, directed by Robert Altman."
"Show, The (1995)",The Show is a 1995 American documentary film about hip hop music.
Showgirls (1995),"Showgirls is a 1995 erotic drama thriller film directed by Paul Verhoeven from a script written by Joe Eszterhas and starring Elizabeth Berkley, Kyle MacLachlan, Gina Gershon, Glenn Plummer, Robert Davi, Alan Rachins and Gina Ravera."
"Silence of the Lambs, The (1991)","The Silence of the Lambs is a 1991 American psychological horror thriller film directed by Jonathan Demme and written by Ted Tally, adapted from Thomas Harris's 1988 novel of the same name."
"Silence of the Palace, The (Saimt el Qusur) (1994)","The Silences of the Palace (Arabic: صمت القصور, romanized: ṣamt al-quṣūr) is a 1994 Tunisian film co-written and directed by Moufida Tlatli."
"Simple Twist of Fate, A (1994)",A Simple Twist of Fate is a 1994 American comedy-drama film directed by Gillies MacKinnon.
"Simple Wish, A (1997)","A Simple Wish is a 1997 American children's-fantasy-comedy film directed by Michael Ritchie, and starring Martin Short, Mara Wilson, and Kathleen Turner."
Sirens (1994),Sirens is a 1999 crime-drama TV film starring Dana Delany.
Six Degrees of Separation (1993),"Six Degrees of Separation is a 1993 American comedy-drama film released by Metro-Goldwyn-Mayer and directed by Fred Schepisi, adapted from John Guare's Pulitzer Prize-nominated 1990 play of the same name."
Sleeper (1973),"Sleeper is a 1973 American science fiction comedy film directed by and starring Woody Allen, who co-wrote it with Marshall Brickman."
Sleepers (1996),"Sleepers is a 1996 American legal crime drama film written, produced, and directed by Barry Levinson, and based on Lorenzo Carcaterra's 1995 book of the same name."
Sleepless in Seattle (1993),"Sleepless in Seattle is a 1993 American romantic comedy-drama film directed by Nora Ephron, from a screenplay she wrote with David S. Ward and Jeff Arch."
Sleepover (1995),"Now and Then is a 1995 American coming-of-age comedy-drama film directed by Lesli Linka Glatter, written by I. Marlene King, and starring Christina Ricci, Rosie O'Donnell, Thora Birch, Melanie Griffith, Gaby Hoffmann, Demi Moore, Ashleigh Aston Moore, and Rita Wilson."
Sliding Doors (1998),"Sliding Doors is a 1998 romantic comedy-drama film written and directed by Peter Howitt and starring Gwyneth Paltrow while also featuring John Hannah, John Lynch, and Jeanne Tripplehorn."
Sling Blade (1996),Sling Blade is a 1996 American drama film written and directed by and starring Billy Bob Thornton.
"Slingshot, The (1993)","The Slingshot (Swedish: Kådisbellan) is a Swedish drama film which was released to cinemas in Sweden on 24 September 1993, starring Jesper Salén, Stellan Skarsgård and Basia Frydman."
Small Faces (1995),"Small Faces is a 1996 Scottish drama film directed by Gillies MacKinnon about gangs, specifically the Tongs, in 1960s Glasgow."
"Smile Like Yours, A (1997)",A Smile Like Yours is a 1997 American romantic comedy film directed by Keith Samples and starring Greg Kinnear and Lauren Holly.
Sneakers (1992),"Sneakers is a 1992 American thriller film directed by Phil Alden Robinson, written by Robinson, Walter Parkes, and Lawrence Lasker, and starring Robert Redford, Dan Aykroyd, Ben Kingsley, Mary McDonnell, River Phoenix, Sidney Poitier, and David Strathairn; the film was released by Universal Pictures."
Snow White and the Seven Dwarfs (1937),Snow White and the Seven Dwarfs is a 1937 American animated musical fantasy film produced by Walt Disney Productions and released by RKO Radio Pictures.
So Dear to My Heart (1949),So Dear to My Heart is a 1948 American live-action/animated comedy-drama film produced by Walt Disney and released by RKO Radio Pictures.
So I Married an Axe Murderer (1993),"So I Married an Axe Murderer is a 1993 American romantic black comedy film, directed by Thomas Schlamme and starring Mike Myers and Nancy Travis."
Solo (1996),"Solo is a 1996 science fiction action film directed by Norberto Barba, and starring Mario Van Peebles, William Sadler, Adrien Brody, Barry Corbin and Demián Bichir."
Some Folks Call It a Sling Blade (1993),"Billy Bob Thornton (born August 4, 1955) is an American film actor, writer and director."
Some Kind of Wonderful (1987),"Some Kind of Wonderful is a 1987 American teen romantic drama film directed by Howard Deutch and starring Eric Stoltz, Mary Stuart Masterson, and Lea Thompson."
Some Like It Hot (1959),"Some Like It Hot is a 1959 American crime comedy film directed, produced and co-written by Billy Wilder."
Some Mother's Son (1996),"Some Mother's Son is a 1996 film written and directed by Irish filmmaker Terry George, co-written by Jim Sheridan, and based on the true story of the 1981 hunger strike in the Maze Prison, in Northern Ireland."
Somebody to Love (1994),Somebody to Love  is a 1994 American romantic-drama film directed by Alexandre Rockwell.
Someone Else's America (1995),Someone Else's America (Serbian Cyrillic: Туђа Америка) is a 1995 drama film directed by Goran Paskaljević.
Something to Talk About (1995),"Something to Talk About is a 1995 American comedy-drama film directed by Lasse Hallström, from a screenplay written by Callie Khouri."
Somewhere in Time (1980),"Somewhere in Time is a 1980 American romantic fantasy drama film from Universal Pictures, directed by Jeannot Szwarc, and starring Christopher Reeve, Jane Seymour, and Christopher Plummer."
Son in Law (1993),"Son in Law is a 1993 American comedy film directed by Steve Rash, written by Fax Bahr, Adam Small, and Shawn Schepps, and starring Pauly Shore, Lane Smith, and Carla Gugino."
Sophie's Choice (1982),"Sophie's Choice is a 1982 American psychological drama film directed and written by Alan J. Pakula, adapted from William Styron's 1979 novel Sophie's Choice."
Soul Food (1997),Soul Food is a 1997 American comedy-drama film written and directed by George Tillman Jr.
Space Jam (1996),"Space Jam is a 1996 American live-action/animated sports comedy film directed by Joe Pytka and written by Leo Benvenuti, Steve Rudnick, Timothy Harris, and Herschel Weingrod."
"Spanish Prisoner, The (1997)","The Spanish Prisoner is a 1997 American neo-noir suspense film, written and directed by David Mamet and starring Campbell Scott, Steve Martin, Rebecca Pidgeon, Ben Gazzara, Felicity Huffman and Ricky Jay."
Spanking the Monkey (1994),Spanking the Monkey is a 1994 American black comedy film written and directed by David O. Russell.
Spawn (1997),Spawn is a 1997 American superhero film based on the Image Comics character of the same name.
"Specialist, The (1994)","The Specialist is a 1994 American action thriller film directed by Luis Llosa and starring Sylvester Stallone, Sharon Stone, James Woods, Eric Roberts, and Rod Steiger."
Species (1995),Species is a 1995 American science fiction horror film directed by Roger Donaldson and written by Dennis Feldman.
Speechless (1994),Speechless is a 1994 American romantic comedy film directed by Ron Underwood.
Speed 2: Cruise Control (1997),"Speed 2: Cruise Control is a 1997 American action thriller film produced and directed by Jan de Bont, and written by Randall McCormick and Jeff Nathanson."
Spellbound (1945),"Spellbound is a 1945 American psychological thriller film directed by Alfred Hitchcock, and starring Ingrid Bergman, Gregory Peck, and Michael Chekhov."
Sphere (1998),"Sphere is a 1998 American science fiction psychological thriller film directed and produced by Barry Levinson, adapted by Kurt Wimmer, and starring Dustin Hoffman, Sharon Stone, and Samuel L. Jackson."
Spice World (1997),Spice World is a 1997 British musical comedy film directed by Bob Spiers and written by Kim Fuller.
Spirits of the Dead (Tre passi nel delirio) (1968),"Spirits of the Dead (French: Histoires extraordinaires, lit. 'Extraordinary Tales', Italian: Tre passi nel delirio, lit. 'Three Steps to Delirium'), also known as Tales of Mystery and Imagination and Tales of Mystery, is a 1968 horror anthology film comprising three segments respectively directed by Roger Vadim, Louis Malle and Federico Fellini, based on stories by Edgar Allan Poe."
"Spitfire Grill, The (1996)","The Spitfire Grill (also known as Care of the Spitfire Grill) is a 1996 American drama film written and directed by Lee David Zlotoff, and starring Alison Elliott, Ellen Burstyn, Marcia Gay Harden, Will Patton, Kieran Mulroney and Gailard Sartain."
Spy Hard (1996),"Spy Hard is a 1996 American spy parody film starring Leslie Nielsen (who also executive produced) and Nicollette Sheridan, parodying James Bond and other action films."
Stalingrad (1993),Stalingrad is a 1993 German anti-war film directed by Joseph Vilsmaier.
Stalker (1979),"Stalker (Russian: Сталкер, IPA: [ˈstaɫkʲɪr]) is a 1979 Soviet science fiction art film directed by Andrei Tarkovsky with a screenplay written by Arkady and Boris Strugatsky, loosely based on their 1972 novel Roadside Picnic."
Star Kid (1997),"Star Kid (originally titled The Warrior of Waverly Street) is a 1997 American superhero film directed and written by Manny Coto and starring Joseph Mazzello, Richard Gilliland, and Corinne Bohrer."
"Star Maker, The (Uomo delle stelle, L') (1995)","Italy (Italian: Italia [iˈtaːlja] ), officially the Italian Republic (Italian: Repubblica Italiana [reˈpubblika itaˈljaːna]), is a country in Southern and Western Europe."
Star Maps (1997),Star Maps is a 1997 American drama film co-written and directed by Miguel Arteta and starring Douglas Spain.
Star Trek III: The Search for Spock (1984),"Star Trek III: The Search for Spock is a 1984 American science fiction film, written and produced by Harve Bennett, directed by Leonard Nimoy, and based on the television series Star Trek."
Star Trek IV: The Voyage Home (1986),Star Trek IV: The Voyage Home is a 1986 American science fiction film directed by Leonard Nimoy and based on the television series Star Trek.
Star Trek V: The Final Frontier (1989),Star Trek V: The Final Frontier is a 1989 American science fiction film directed by William Shatner and based on the television series Star Trek created by Gene Roddenberry.
Star Trek VI: The Undiscovered Country (1991),"Star Trek VI: The Undiscovered Country is a 1991 American science fiction film directed by Nicholas Meyer, who directed the second Star Trek film, The Wrath of Khan."
Star Trek: First Contact (1996),Star Trek: First Contact is a 1996 American science fiction film directed by Jonathan Frakes in his feature film debut.
Star Trek: Generations (1994),Star Trek Generations is a 1994 American science fiction film and the seventh film in the Star Trek film series.
Star Trek: The Wrath of Khan (1982),Star Trek II: The Wrath of Khan is a 1982 American science fiction film directed by Nicholas Meyer and based on the television series Star Trek.
Star Wars (1977),"Star Wars (retroactively retitled Star Wars: Episode IV – A New Hope) is a 1977 American epic space opera film written and directed by George Lucas, produced by Lucasfilm and distributed by 20th Century-Fox."
Stargate (1994),Stargate is a 1994 science fiction adventure film directed and co-written by Roland Emmerich.
"Stars Fell on Henrietta, The (1995)","The Stars Fell on Henrietta is a 1995 American drama film from Warner Bros., directed by James Keach and produced by Clint Eastwood."
Starship Troopers (1997),"Starship Troopers is a 1997 American science fiction action film directed by Paul Verhoeven and written by Edward Neumeier, based on the 1959 novel of the same name by Robert A. Heinlein."
"Steal Big, Steal Little (1995)",Steal Big Steal Little is a 1995 American comedy film directed by Andrew Davis and starring Andy García in dual roles.
Stealing Beauty (1996),"Stealing Beauty (French: Beauté volée; Italian: Io ballo da sola) is a 1996 drama film directed by Bernardo Bertolucci and starring Liv Tyler, Joseph Fiennes, Jeremy Irons, Sinéad Cusack, and Rachel Weisz."
Steel (1997),Steel is a 1997 American superhero film loosely based on the DC Comics character of the same name.
Stefano Quantestorie (1993),"Stefano Quantestorie is a 1993  Italian comedy film written, directed and starred by Maurizio Nichetti."
"Sting, The (1973)","The Sting is a 1973 American caper film set in September 1936, involving a complicated plot by two professional grifters (Paul Newman and Robert Redford) to con a mob boss (Robert Shaw)."
Stonewall (1995),"Stonewall is a 1995 British-American historical comedy-drama film directed by Nigel Finch, his final film before his AIDS-related death shortly after filming ended."
Strange Days (1995),"Strange Days is a 1995 American science fiction thriller film directed by Kathryn Bigelow, from a screenplay by James Cameron and Jay Cocks, and based on a story by Cameron."
Stranger in the House (1997),"Stranger in the House is a 1967 crime film directed and written by Pierre Rouve (from the novel by Georges Simenon), produced by Anatole de Grunwald and starring James Mason, Geraldine Chaplin and Bobby Darin."
"Stranger, The (1994)",Naked Came the Stranger is an American adult erotic film released in 1975.
Strawberry and Chocolate (Fresa y chocolate) (1993),"Strawberry and Chocolate (Spanish: Fresa y chocolate) is a 1993 internationally co-produced film, directed by Tomás Gutiérrez Alea and Juan Carlos Tabío, based on the short story ""The Wolf, The Forest and the New Man"" (in Spanish, El Lobo, el bosque y el hombre nuevo) written by Senel Paz in 1990, who also wrote the screenplay for the film."
Street Fighter (1994),"Street Fighter is a 1994 action film written and directed by Steven E. de Souza, based on the video game series of the same name produced by Capcom."
Strictly Ballroom (1992),Strictly Ballroom is a 1992 Australian romantic comedy film directed and co-written by Baz Luhrmann in his feature directorial debut.
Striking Distance (1993),Striking Distance is a 1993 American mystery action thriller film starring Bruce Willis as Pittsburgh Police homicide detective Thomas Hardy.
Stripes (1981),"Stripes is a 1981 American war comedy film directed by Ivan Reitman and starring Bill Murray, Harold Ramis, Warren Oates, P. J. Soles, Sean Young, and John Candy."
Striptease (1996),"Striptease is a 1996 American black comedy film written, co-produced, and directed by Andrew Bergman, and starring Demi Moore, Armand Assante, Ving Rhames, Robert Patrick and Burt Reynolds."
Stuart Saves His Family (1995),Stuart Saves His Family is a 1995 American comedy film directed by Harold Ramis based on a series of Saturday Night Live sketches from the early to mid-1990s.
"Stupids, The (1996)",The Stupids is a 1996 adventure comedy film starring Tom Arnold and directed by John Landis.
"Substance of Fire, The (1996)",The Substance of Fire is a play by Jon Robin Baitz.
"Substitute, The (1996)","The Substitute is a 1996 American action thriller film  directed by Robert Mandel and starring Tom Berenger, Ernie Hudson, Marc Anthony, William Forsythe, Raymond Cruz and Luis Guzmán."
Sudden Death (1995),"Sudden Death is a 1995 American action-thriller film directed by Peter Hyams and starring Jean-Claude Van Damme, Powers Boothe, Raymond J. Barry, and Dorian Harewood."
Sudden Manhattan (1996),Sudden Manhattan is a 1996 comedy film written and directed by and starring Adrienne Shelly.
"Sum of Us, The (1994)",The Sum of Us is a 1994 Australian LGBT-related comedy drama film directed by Kevin Dowling and Geoff Burton.
"Sunchaser, The (1996)","The Sunchaser (marketed simply as Sunchaser in promotional material) is a 1996 road crime drama film directed by Michael Cimino, written by Charles Leavitt and starring Woody Harrelson and Jon Seda."
Sunset Blvd. (1950),"Sunset Boulevard (styled in the main title on-screen as SUNSET BLVD.) is a 1950 American black comedy film noir directed and co-written by Billy Wilder, and produced and co-written by Charles Brackett."
Sunset Park (1996),"Sunset Park is a 1996 American sports comedy drama film directed by Steve Gomer, based upon a screenplay by Seth Zvi Rosenfeld and Kathleen McGhee-Anderson."
Super Mario Bros. (1993),Super Mario Bros.
Supercop (1992),"Police Story 3: Supercop (Chinese: 警察故事３超級警察; Cantonese Yale: gíng chaat gu sih sāam: Chīu kāp gíng chaat), released as Supercop in the US, is a 1992 Hong Kong action film starring Jackie Chan and Michelle Yeoh."
Surviving Picasso (1996),Surviving Picasso is a 1996 American biographical drama film directed by James Ivory and starring Anthony Hopkins as the famous painter Pablo Picasso.
Surviving the Game (1994),Surviving the Game is a 1994 American action-adventure film directed by Ernest R. Dickerson.
Suture (1993),Suture is a 1993 American thriller film directed by Scott McGehee and David Siegel and starring Dennis Haysbert and Mel Harris.
"Swan Princess, The (1994)",The Swan Princess is a 1994 American animated musical fantasy film based on the ballet Swan Lake.
"Sweet Hereafter, The (1997)","The Sweet Hereafter is a 1997 Canadian drama film written and directed by Atom Egoyan, adapted from the 1991 novel by Russell Banks."
Sweet Nothing (1995),"Sweet Nothing is a 1995 American drama film directed by Gary Winick and starring Michael Imperioli, Mira Sorvino and Paul Calderón."
Swept from the Sea (1997),"Swept from the Sea (known as Amy Foster in the UK) is a 1997 drama film directed by Beeban Kidron and starring Vincent Perez, Rachel Weisz, and Ian McKellen."
Swimming with Sharks (1995),"Swimming with Sharks (also known as The Boss and Buddy Factor) is a 1994 American satire film written and directed by George Huang and starring Kevin Spacey, Frank Whaley and Michelle Forbes."
Swingers (1996),"Swingers is a 1996 American buddy comedy film about the lives of single, unemployed actors living on the 'eastside' of Hollywood, California, during the 1990s swing revival."
Swiss Family Robinson (1960),"Swiss Family Robinson is a 1960 American adventure film starring John Mills, Dorothy McGuire, James MacArthur, Janet Munro, Tommy Kirk, and Kevin Corcoran in a tale of a shipwrecked family building an island home."
Switchback (1997),"Switchback (originally titled ""Going West in America"") is a 1997 American thriller film written and directed by Jeb Stuart."
Switchblade Sisters (1975),Switchblade Sisters is a 1975 American exploitation action film detailing the lives of high school-aged female gang members.
"Sword in the Stone, The (1963)",The Sword in the Stone is a 1963 American animated musical fantasy comedy film produced by Walt Disney and released by Buena Vista Distribution.
"Symphonie pastorale, La (1946)",La Symphonie pastorale is a French novella written by André Gide first published in October and November 1919 in La Nouvelle Revue Française N° 73 and N° 74.
Tales From the Crypt Presents: Demon Knight (1995),"Tales from the Crypt Presents: Demon Knight is a 1995 American horror comedy film directed by Ernest Dickerson, starring Billy Zane, William Sadler, Jada Pinkett, Brenda Bakke, C. C. H. Pounder, Dick Miller, and Thomas Haden Church."
Tales from the Crypt Presents: Bordello of Blood (1996),"Tales from the Crypt Presents: Bordello of Blood is a 1996 American horror comedy film directed by Gilbert Adler, from a screenplay by Adler and A.L. Katz, and a story by Bob Gale and Robert Zemeckis."
Tales from the Hood (1995),Tales from the Hood is a 1995 American horror anthology film directed by Rusty Cundieff.
Talking About Sex (1994),"In the film industry, unsimulated sex is the presentation of sex scenes in which actors genuinely perform the depicted sex acts, rather than simulating them."
"Tango Lesson, The (1997)",The Tango Lesson (Spanish: La lección de tango) is a 1997 drama film written and directed by Sally Potter.
Tank Girl (1995),Tank Girl is a 1995 American post-apocalyptic science fiction film directed by Rachel Talalay and written by Tedi Sarafian.
Target (1995),"Target is a 1995 Indian Hindi-language drama film directed by Sandip Ray based on the novel Manushar Juddha, written by Prafulla Roy."
Taxi Driver (1976),"Taxi Driver is a 1976 American neo-noir psychological thriller film directed by Martin Scorsese, written by Paul Schrader, and starring Robert De Niro, Jodie Foster, Cybill Shepherd, Harvey Keitel, Peter Boyle, Leonard Harris, and Albert Brooks."
Telling Lies in America (1997),Telling Lies in America is a 1997 period coming-of-age drama set film directed by Guy Ferland and written by Joe Eszterhas.
Temptress Moon (Feng Yue) (1996),Temptress Moon is a 1996 Chinese film directed by Chen Kaige.
Terminal Velocity (1994),"Terminal Velocity is a 1994 American action film directed by Deran Sarafian, written by David Twohy, and starring Charlie Sheen, Nastassja Kinski, James Gandolfini, and Christopher McDonald."
Terminator 2: Judgment Day (1991),"Terminator 2: Judgment Day is a 1991 American science fiction action film directed by James Cameron, who co-wrote the script with William Wisher."
"Terminator, The (1984)",The Terminator is a 1984 American science fiction action film directed by James Cameron.
Terror in a Texas Town (1958),"Terror in a Texas Town is a 1958 American Western film directed by Joseph H. Lewis (billed only as ""Joseph Lewis"") and starring Sterling Hayden, Nedrick Young, and Sebastian Cabot."
Tetsuo II: Body Hammer (1992),"Tetsuo II: Body Hammer (鉄男II Body Hammer) is a 1992 Japanese tokusatsu
cyberpunk body horror film directed by Shinya Tsukamoto."
That Darn Cat! (1965),That Darn Cat!
That Darn Cat! (1997),"That Darn Cat is a 1997 American mystery comedy film directed by Bob Spiers, written by Scott Alexander and Larry Karaszewski, and starring Christina Ricci and Doug E. Doug."
That Old Feeling (1997),"That Old Feeling is a 1997 American romantic comedy film directed by Carl Reiner, his final film as director before his death in 2020."
That Thing You Do! (1996),That Thing You Do!
The Courtyard (1995),The Courtyard is a 1995 made-for-television thriller film that premiered on the Showtime network.
